Record_ID,City,Location,Date,Time,Vehicle_Count,Traffic_Density,Accident_Reported,Weather,Road_Type
1538,Udaipur,Fatehpura,05-03-2024,02:00:00,72,Low,Yes,Foggy,NH
1539,Udaipur,Surajpole,05-03-2024,03:00:00,241,High,No,Rainy,City Road
1540,Udaipur,Hiran Magri,05-03-2024,04:00:00,424,High,Yes,Rainy,NH
1541,Udaipur,Chetak Circle,05-03-2024,05:00:00,313,Low,No,Clear,City Road
1542,Udaipur,Udiapole,05-03-2024,06:00:00,353,High,Yes,Clear,Residential
1543,Udaipur,Chetak Circle,05-03-2024,07:00:00,228,Medium,No,Clear,Residential
1544,Udaipur,Surajpole,05-03-2024,08:00:00,59,High,Yes,Rainy,NH
1545,Udaipur,Surajpole,05-03-2024,09:00:00,293,Low,Yes,Rainy,NH
1546,Udaipur,Surajpole,05-03-2024,10:00:00,470,Low,No,Foggy,City Road
1547,Udaipur,Udiapole,05-03-2024,11:00:00,423,High,Yes,Clear,Residential
1548,Udaipur,Surajpole,05-03-2024,12:00:00,285,Medium,Yes,Foggy,Residential
1549,Udaipur,Udiapole,05-03-2024,13:00:00,285,Low,Yes,Rainy,NH
1550,Udaipur,Chetak Circle,05-03-2024,14:00:00,302,Medium,Yes,Clear,NH
1551,Udaipur,Fatehpura,05-03-2024,15:00:00,273,Medium,Yes,Clear,Residential
1552,Udaipur,Surajpole,05-03-2024,16:00:00,275,Medium,Yes,Rainy,NH
1553,Udaipur,Fatehpura,05-03-2024,17:00:00,484,Low,Yes,Rainy,Residential
1554,Udaipur,Goverdhan Vilas,05-03-2024,18:00:00,422,High,No,Rainy,Residential
1555,Udaipur,Surajpole,05-03-2024,19:00:00,165,Low,Yes,Clear,Residential
1556,Udaipur,Surajpole,05-03-2024,20:00:00,79,Medium,Yes,Rainy,City Road
1557,Udaipur,Fatehpura,05-03-2024,21:00:00,443,Low,Yes,Clear,NH
1558,Udaipur,Hiran Magri,05-03-2024,22:00:00,314,Low,No,Foggy,City Road
1559,Udaipur,Goverdhan Vilas,05-03-2024,23:00:00,208,Medium,Yes,Foggy,City Road
1560,Udaipur,Udiapole,06-03-2024,00:00:00,495,Medium,No,Clear,Residential
1561,Udaipur,Goverdhan Vilas,06-03-2024,01:00:00,187,High,No,Foggy,NH
1562,Udaipur,Chetak Circle,06-03-2024,02:00:00,251,Medium,Yes,Foggy,City Road
1563,Udaipur,Hiran Magri,06-03-2024,03:00:00,136,Low,No,Foggy,City Road
1564,Udaipur,Fatehpura,06-03-2024,04:00:00,309,Medium,No,Rainy,City Road
1565,Udaipur,Fatehpura,06-03-2024,05:00:00,86,Medium,No,Foggy,NH
1566,Udaipur,Fatehpura,06-03-2024,06:00:00,321,High,No,Foggy,NH
1567,Udaipur,Udiapole,06-03-2024,07:00:00,373,Low,Yes,Clear,City Road
1568,Udaipur,Udiapole,06-03-2024,08:00:00,450,Medium,Yes,Clear,City Road
1569,Udaipur,Fatehpura,06-03-2024,09:00:00,266,Low,No,Clear,City Road
1570,Udaipur,Udiapole,06-03-2024,10:00:00,364,Low,Yes,Rainy,NH
1571,Udaipur,Chetak Circle,06-03-2024,11:00:00,360,Medium,No,Foggy,Residential
1572,Udaipur,Fatehpura,06-03-2024,12:00:00,281,High,Yes,Foggy,NH
1573,Udaipur,Surajpole,06-03-2024,13:00:00,178,Low,No,Clear,NH
1574,Udaipur,Udiapole,06-03-2024,14:00:00,208,High,No,Rainy,City Road
1575,Udaipur,Udiapole,06-03-2024,15:00:00,350,High,No,Clear,NH
1576,Udaipur,Goverdhan Vilas,06-03-2024,16:00:00,304,Medium,No,Foggy,NH
1577,Udaipur,Chetak Circle,06-03-2024,17:00:00,93,High,Yes,Rainy,Residential
1578,Udaipur,Surajpole,06-03-2024,18:00:00,50,Medium,No,Clear,Residential
1579,Udaipur,Goverdhan Vilas,06-03-2024,19:00:00,246,High,Yes,Rainy,City Road
1580,Udaipur,Fatehpura,06-03-2024,20:00:00,462,Low,Yes,Clear,City Road
1581,Udaipur,Udiapole,06-03-2024,21:00:00,414,Low,No,Rainy,City Road
1582,Udaipur,Goverdhan Vilas,06-03-2024,22:00:00,379,Low,No,Rainy,City Road
1583,Udaipur,Surajpole,06-03-2024,23:00:00,440,Low,No,Foggy,NH
1584,Udaipur,Fatehpura,07-03-2024,00:00:00,244,Low,Yes,Rainy,Residential
1585,Udaipur,Fatehpura,07-03-2024,01:00:00,283,High,Yes,Rainy,City Road
1586,Udaipur,Fatehpura,07-03-2024,02:00:00,327,Medium,No,Rainy,Residential
1587,Udaipur,Fatehpura,07-03-2024,03:00:00,395,Low,No,Rainy,NH
1588,Udaipur,Surajpole,07-03-2024,04:00:00,303,High,Yes,Rainy,City Road
1589,Udaipur,Goverdhan Vilas,07-03-2024,05:00:00,471,High,No,Rainy,Residential
1590,Udaipur,Fatehpura,07-03-2024,06:00:00,162,Low,Yes,Foggy,City Road
1591,Udaipur,Fatehpura,07-03-2024,07:00:00,238,Medium,Yes,Rainy,City Road
1592,Udaipur,Surajpole,07-03-2024,08:00:00,330,Medium,No,Foggy,Residential
1593,Udaipur,Hiran Magri,07-03-2024,09:00:00,90,Medium,Yes,Clear,NH
1594,Udaipur,Chetak Circle,07-03-2024,10:00:00,491,High,No,Foggy,NH
1595,Udaipur,Fatehpura,07-03-2024,11:00:00,246,High,No,Rainy,City Road
1596,Udaipur,Goverdhan Vilas,07-03-2024,12:00:00,414,High,No,Clear,Residential
1597,Udaipur,Chetak Circle,07-03-2024,13:00:00,416,Medium,No,Clear,NH
1598,Udaipur,Surajpole,07-03-2024,14:00:00,459,Low,No,Rainy,City Road
1599,Udaipur,Fatehpura,07-03-2024,15:00:00,160,Low,Yes,Rainy,Residential
1600,Udaipur,Goverdhan Vilas,07-03-2024,16:00:00,243,Medium,Yes,Clear,NH
1601,Udaipur,Hiran Magri,07-03-2024,17:00:00,206,Low,Yes,Foggy,NH
1602,Udaipur,Goverdhan Vilas,07-03-2024,18:00:00,243,Low,Yes,Clear,Residential
1603,Udaipur,Chetak Circle,07-03-2024,19:00:00,489,Medium,No,Foggy,NH
1604,Udaipur,Udiapole,07-03-2024,20:00:00,296,Medium,No,Foggy,NH
1605,Udaipur,Chetak Circle,07-03-2024,21:00:00,51,Low,No,Foggy,City Road
1606,Udaipur,Surajpole,07-03-2024,22:00:00,476,Low,No,Foggy,City Road
1607,Udaipur,Goverdhan Vilas,07-03-2024,23:00:00,352,Medium,No,Foggy,Residential
1608,Udaipur,Chetak Circle,08-03-2024,00:00:00,254,Medium,No,Rainy,NH
1609,Udaipur,Surajpole,08-03-2024,01:00:00,139,High,Yes,Clear,Residential
1610,Udaipur,Surajpole,08-03-2024,02:00:00,266,Medium,Yes,Clear,City Road
1611,Udaipur,Surajpole,08-03-2024,03:00:00,298,High,Yes,Clear,Residential
1612,Udaipur,Goverdhan Vilas,08-03-2024,04:00:00,226,Low,No,Rainy,City Road
1613,Udaipur,Surajpole,08-03-2024,05:00:00,403,High,Yes,Clear,NH
1614,Udaipur,Goverdhan Vilas,08-03-2024,06:00:00,485,Medium,No,Clear,NH
1615,Udaipur,Chetak Circle,08-03-2024,07:00:00,342,Medium,Yes,Rainy,NH
1616,Udaipur,Fatehpura,08-03-2024,08:00:00,151,Medium,No,Rainy,Residential
1617,Udaipur,Fatehpura,08-03-2024,09:00:00,200,Medium,Yes,Foggy,NH
1618,Udaipur,Udiapole,08-03-2024,10:00:00,170,Low,Yes,Foggy,NH
1619,Udaipur,Goverdhan Vilas,08-03-2024,11:00:00,109,Low,Yes,Foggy,Residential
1620,Udaipur,Chetak Circle,08-03-2024,12:00:00,62,Low,No,Rainy,NH
1621,Udaipur,Udiapole,08-03-2024,13:00:00,415,Medium,No,Clear,City Road
1622,Udaipur,Surajpole,08-03-2024,14:00:00,324,High,Yes,Foggy,City Road
1623,Udaipur,Chetak Circle,08-03-2024,15:00:00,105,Low,No,Rainy,NH
1624,Udaipur,Udiapole,08-03-2024,16:00:00,50,High,Yes,Foggy,NH
1625,Udaipur,Udiapole,08-03-2024,17:00:00,104,Low,Yes,Clear,NH
1626,Udaipur,Chetak Circle,08-03-2024,18:00:00,159,Medium,Yes,Foggy,City Road
1627,Udaipur,Hiran Magri,08-03-2024,19:00:00,181,Medium,Yes,Foggy,NH
1628,Udaipur,Surajpole,08-03-2024,20:00:00,156,High,No,Clear,NH
1629,Udaipur,Goverdhan Vilas,08-03-2024,21:00:00,107,Low,Yes,Rainy,City Road
1630,Udaipur,Goverdhan Vilas,08-03-2024,22:00:00,293,Medium,No,Foggy,City Road
1631,Udaipur,Udiapole,08-03-2024,23:00:00,454,Low,Yes,Foggy,Residential
1632,Udaipur,Goverdhan Vilas,09-03-2024,00:00:00,352,Medium,Yes,Clear,City Road
1633,Udaipur,Surajpole,09-03-2024,01:00:00,449,High,No,Foggy,Residential
1634,Udaipur,Udiapole,09-03-2024,02:00:00,128,Low,No,Rainy,City Road
1635,Udaipur,Surajpole,09-03-2024,03:00:00,382,Medium,No,Clear,Residential
1636,Udaipur,Hiran Magri,09-03-2024,04:00:00,203,High,No,Clear,Residential
1637,Udaipur,Surajpole,09-03-2024,05:00:00,89,Medium,Yes,Rainy,NH
1638,Udaipur,Udiapole,09-03-2024,06:00:00,433,Low,Yes,Rainy,Residential
1639,Udaipur,Fatehpura,09-03-2024,07:00:00,311,Low,Yes,Foggy,City Road
1640,Udaipur,Goverdhan Vilas,09-03-2024,08:00:00,189,High,Yes,Rainy,NH
1641,Udaipur,Surajpole,09-03-2024,09:00:00,322,High,No,Foggy,NH
1642,Udaipur,Goverdhan Vilas,09-03-2024,10:00:00,293,Low,Yes,Foggy,Residential
1643,Udaipur,Chetak Circle,09-03-2024,11:00:00,200,Medium,Yes,Rainy,NH
1644,Udaipur,Chetak Circle,09-03-2024,12:00:00,369,Medium,Yes,Clear,NH
1645,Udaipur,Chetak Circle,09-03-2024,13:00:00,274,Medium,Yes,Foggy,Residential
1646,Udaipur,Surajpole,09-03-2024,14:00:00,471,High,No,Clear,City Road
1647,Udaipur,Hiran Magri,09-03-2024,15:00:00,131,High,Yes,Rainy,City Road
1648,Udaipur,Surajpole,09-03-2024,16:00:00,132,Low,No,Rainy,NH
1649,Udaipur,Fatehpura,09-03-2024,17:00:00,328,Low,Yes,Foggy,Residential
1650,Udaipur,Fatehpura,09-03-2024,18:00:00,484,Medium,No,Clear,Residential
1651,Udaipur,Udiapole,09-03-2024,19:00:00,80,Medium,No,Rainy,Residential
1652,Udaipur,Surajpole,09-03-2024,20:00:00,390,High,No,Rainy,Residential
1653,Udaipur,Chetak Circle,09-03-2024,21:00:00,439,High,No,Foggy,Residential
1654,Udaipur,Chetak Circle,09-03-2024,22:00:00,246,Low,Yes,Foggy,NH
1655,Udaipur,Goverdhan Vilas,09-03-2024,23:00:00,206,Low,No,Rainy,Residential
1656,Udaipur,Udiapole,10-03-2024,00:00:00,244,High,No,Foggy,NH
1657,Udaipur,Hiran Magri,10-03-2024,01:00:00,339,Medium,No,Rainy,Residential
1658,Udaipur,Goverdhan Vilas,10-03-2024,02:00:00,378,Medium,No,Rainy,NH
1659,Udaipur,Fatehpura,10-03-2024,03:00:00,67,Medium,Yes,Rainy,Residential
1660,Udaipur,Udiapole,10-03-2024,04:00:00,54,High,No,Foggy,Residential
1661,Udaipur,Udiapole,10-03-2024,05:00:00,401,High,No,Foggy,City Road
1662,Udaipur,Goverdhan Vilas,10-03-2024,06:00:00,79,High,Yes,Clear,City Road
1663,Udaipur,Surajpole,10-03-2024,07:00:00,348,Low,Yes,Foggy,Residential
1664,Udaipur,Goverdhan Vilas,10-03-2024,08:00:00,444,Medium,Yes,Clear,Residential
1665,Udaipur,Chetak Circle,10-03-2024,09:00:00,341,Medium,Yes,Foggy,NH
1666,Udaipur,Goverdhan Vilas,10-03-2024,10:00:00,387,High,No,Foggy,Residential
1667,Udaipur,Surajpole,10-03-2024,11:00:00,94,Low,Yes,Foggy,City Road
1668,Udaipur,Fatehpura,10-03-2024,12:00:00,267,High,No,Clear,NH
1669,Udaipur,Surajpole,10-03-2024,13:00:00,253,High,No,Foggy,Residential
1670,Udaipur,Udiapole,10-03-2024,14:00:00,440,Medium,No,Rainy,Residential
1671,Udaipur,Udiapole,10-03-2024,15:00:00,195,Low,No,Rainy,City Road
1672,Udaipur,Goverdhan Vilas,10-03-2024,16:00:00,347,High,No,Rainy,City Road
1673,Udaipur,Fatehpura,10-03-2024,17:00:00,192,Medium,No,Clear,NH
1674,Udaipur,Hiran Magri,10-03-2024,18:00:00,227,Low,Yes,Rainy,City Road
1675,Udaipur,Udiapole,10-03-2024,19:00:00,182,Low,Yes,Foggy,NH
1676,Udaipur,Hiran Magri,10-03-2024,20:00:00,307,Low,Yes,Rainy,NH
1677,Udaipur,Chetak Circle,10-03-2024,21:00:00,199,Low,No,Clear,NH
1678,Udaipur,Udiapole,10-03-2024,22:00:00,208,High,No,Foggy,NH
1679,Udaipur,Chetak Circle,10-03-2024,23:00:00,371,Medium,Yes,Rainy,NH
1680,Udaipur,Chetak Circle,11-03-2024,00:00:00,116,High,No,Foggy,NH
1681,Udaipur,Udiapole,11-03-2024,01:00:00,221,Low,No,Clear,Residential
1682,Udaipur,Goverdhan Vilas,11-03-2024,02:00:00,132,Medium,Yes,Clear,Residential
1683,Udaipur,Udiapole,11-03-2024,03:00:00,277,Medium,Yes,Foggy,NH
1684,Udaipur,Goverdhan Vilas,11-03-2024,04:00:00,329,Medium,Yes,Clear,NH
1685,Udaipur,Fatehpura,11-03-2024,05:00:00,180,Low,No,Foggy,NH
1686,Udaipur,Hiran Magri,11-03-2024,06:00:00,291,High,Yes,Rainy,NH
1687,Udaipur,Goverdhan Vilas,11-03-2024,07:00:00,82,High,Yes,Rainy,NH
1688,Udaipur,Goverdhan Vilas,11-03-2024,08:00:00,469,Medium,Yes,Rainy,NH
1689,Udaipur,Hiran Magri,11-03-2024,09:00:00,340,Low,Yes,Foggy,Residential
1690,Udaipur,Goverdhan Vilas,11-03-2024,10:00:00,292,High,No,Clear,City Road
1691,Udaipur,Udiapole,11-03-2024,11:00:00,435,Medium,No,Clear,Residential
1692,Udaipur,Goverdhan Vilas,11-03-2024,12:00:00,214,High,Yes,Foggy,NH
1693,Udaipur,Udiapole,11-03-2024,13:00:00,427,High,Yes,Clear,City Road
1694,Udaipur,Udiapole,11-03-2024,14:00:00,382,Low,No,Foggy,Residential
1695,Udaipur,Hiran Magri,11-03-2024,15:00:00,377,High,Yes,Rainy,Residential
1696,Udaipur,Udiapole,11-03-2024,16:00:00,414,Medium,Yes,Clear,Residential
1697,Udaipur,Hiran Magri,11-03-2024,17:00:00,309,Low,No,Foggy,City Road
1698,Udaipur,Hiran Magri,11-03-2024,18:00:00,448,Low,No,Rainy,NH
1699,Udaipur,Surajpole,11-03-2024,19:00:00,459,Low,Yes,Foggy,Residential
1700,Udaipur,Goverdhan Vilas,11-03-2024,20:00:00,255,Medium,Yes,Rainy,City Road
1701,Udaipur,Goverdhan Vilas,11-03-2024,21:00:00,212,Medium,Yes,Clear,NH
1702,Udaipur,Hiran Magri,11-03-2024,22:00:00,216,Low,Yes,Clear,Residential
1703,Udaipur,Hiran Magri,11-03-2024,23:00:00,356,High,No,Clear,Residential
1704,Udaipur,Udiapole,12-03-2024,00:00:00,173,Medium,No,Foggy,City Road
1705,Udaipur,Fatehpura,12-03-2024,01:00:00,406,Medium,Yes,Clear,Residential
1706,Udaipur,Goverdhan Vilas,12-03-2024,02:00:00,363,High,No,Clear,NH
1707,Udaipur,Fatehpura,12-03-2024,03:00:00,332,Medium,Yes,Rainy,Residential
1708,Udaipur,Hiran Magri,12-03-2024,04:00:00,109,Medium,Yes,Foggy,City Road
1709,Udaipur,Udiapole,12-03-2024,05:00:00,435,Low,No,Clear,NH
1710,Udaipur,Fatehpura,12-03-2024,06:00:00,142,High,Yes,Clear,City Road
1711,Udaipur,Goverdhan Vilas,12-03-2024,07:00:00,162,Low,Yes,Clear,NH
1712,Udaipur,Fatehpura,12-03-2024,08:00:00,320,High,No,Rainy,Residential
1713,Udaipur,Fatehpura,12-03-2024,09:00:00,436,Medium,No,Clear,NH
1714,Udaipur,Fatehpura,12-03-2024,10:00:00,389,Medium,No,Clear,NH
1715,Udaipur,Goverdhan Vilas,12-03-2024,11:00:00,294,High,No,Foggy,City Road
1716,Udaipur,Surajpole,12-03-2024,12:00:00,231,Medium,No,Foggy,City Road
1717,Udaipur,Goverdhan Vilas,12-03-2024,13:00:00,269,Low,No,Rainy,Residential
1718,Udaipur,Udiapole,12-03-2024,14:00:00,196,Medium,No,Clear,City Road
1719,Udaipur,Hiran Magri,12-03-2024,15:00:00,449,Medium,Yes,Rainy,Residential
1720,Udaipur,Surajpole,12-03-2024,16:00:00,81,Low,Yes,Clear,Residential
1721,Udaipur,Fatehpura,12-03-2024,17:00:00,259,Medium,Yes,Rainy,City Road
1722,Udaipur,Fatehpura,12-03-2024,18:00:00,357,High,Yes,Clear,Residential
1723,Udaipur,Udiapole,12-03-2024,19:00:00,446,Low,No,Foggy,Residential
1724,Udaipur,Hiran Magri,12-03-2024,20:00:00,374,Medium,No,Rainy,NH
1725,Udaipur,Goverdhan Vilas,12-03-2024,21:00:00,491,Low,Yes,Clear,Residential
1726,Udaipur,Udiapole,12-03-2024,22:00:00,250,High,Yes,Clear,NH
1727,Udaipur,Udiapole,12-03-2024,23:00:00,474,High,No,Foggy,City Road
1728,Udaipur,Hiran Magri,13-03-2024,00:00:00,71,Low,Yes,Rainy,City Road
1729,Udaipur,Fatehpura,13-03-2024,01:00:00,256,Low,Yes,Clear,NH
1730,Udaipur,Udiapole,13-03-2024,02:00:00,445,Medium,No,Rainy,City Road
1731,Udaipur,Fatehpura,13-03-2024,03:00:00,372,Low,Yes,Clear,City Road
1732,Udaipur,Goverdhan Vilas,13-03-2024,04:00:00,363,Medium,Yes,Rainy,NH
1733,Udaipur,Udiapole,13-03-2024,05:00:00,340,Medium,No,Clear,Residential
1734,Udaipur,Hiran Magri,13-03-2024,06:00:00,124,High,No,Foggy,Residential
1735,Udaipur,Udiapole,13-03-2024,07:00:00,205,High,Yes,Foggy,Residential
1736,Udaipur,Udiapole,13-03-2024,08:00:00,324,Medium,No,Rainy,Residential
1737,Udaipur,Chetak Circle,13-03-2024,09:00:00,134,High,No,Rainy,City Road
1738,Udaipur,Hiran Magri,13-03-2024,10:00:00,53,Low,No,Rainy,City Road
1739,Udaipur,Hiran Magri,13-03-2024,11:00:00,308,Medium,Yes,Clear,City Road
1740,Udaipur,Hiran Magri,13-03-2024,12:00:00,403,High,Yes,Rainy,NH
1741,Udaipur,Chetak Circle,13-03-2024,13:00:00,477,High,No,Foggy,City Road
1742,Udaipur,Chetak Circle,13-03-2024,14:00:00,328,High,No,Rainy,City Road
1743,Udaipur,Fatehpura,13-03-2024,15:00:00,96,High,No,Foggy,City Road
1744,Udaipur,Hiran Magri,13-03-2024,16:00:00,450,Low,No,Clear,City Road
1745,Udaipur,Hiran Magri,13-03-2024,17:00:00,275,Low,Yes,Rainy,NH
1746,Udaipur,Surajpole,13-03-2024,18:00:00,150,High,No,Foggy,Residential
1747,Udaipur,Hiran Magri,13-03-2024,19:00:00,467,High,No,Clear,NH
1748,Udaipur,Udiapole,13-03-2024,20:00:00,86,High,No,Clear,City Road
1749,Udaipur,Chetak Circle,13-03-2024,21:00:00,334,Medium,No,Foggy,Residential
1750,Udaipur,Hiran Magri,13-03-2024,22:00:00,152,High,No,Foggy,City Road
1751,Udaipur,Chetak Circle,13-03-2024,23:00:00,249,High,Yes,Clear,NH
1752,Udaipur,Fatehpura,14-03-2024,00:00:00,89,Medium,No,Foggy,City Road
1753,Udaipur,Hiran Magri,14-03-2024,01:00:00,275,Low,No,Rainy,City Road
1754,Udaipur,Hiran Magri,14-03-2024,02:00:00,306,High,Yes,Foggy,City Road
1755,Udaipur,Goverdhan Vilas,14-03-2024,03:00:00,253,Medium,No,Foggy,City Road
1756,Udaipur,Surajpole,14-03-2024,04:00:00,344,Low,No,Foggy,Residential
1757,Udaipur,Surajpole,14-03-2024,05:00:00,407,Medium,No,Clear,City Road
1758,Udaipur,Goverdhan Vilas,14-03-2024,06:00:00,494,Low,No,Clear,NH
1759,Udaipur,Udiapole,14-03-2024,07:00:00,70,High,Yes,Clear,City Road
1760,Udaipur,Chetak Circle,14-03-2024,08:00:00,408,Medium,No,Foggy,Residential
1761,Udaipur,Goverdhan Vilas,14-03-2024,09:00:00,166,High,Yes,Clear,NH
1762,Udaipur,Chetak Circle,14-03-2024,10:00:00,272,High,No,Foggy,Residential
1763,Udaipur,Surajpole,14-03-2024,11:00:00,371,High,No,Foggy,NH
1764,Udaipur,Chetak Circle,14-03-2024,12:00:00,337,High,Yes,Foggy,City Road
1765,Udaipur,Fatehpura,14-03-2024,13:00:00,89,Low,Yes,Rainy,Residential
1766,Udaipur,Hiran Magri,14-03-2024,14:00:00,440,Medium,Yes,Foggy,Residential
1767,Udaipur,Fatehpura,14-03-2024,15:00:00,343,Medium,No,Clear,City Road
1768,Udaipur,Hiran Magri,14-03-2024,16:00:00,439,High,Yes,Foggy,NH
1769,Udaipur,Chetak Circle,14-03-2024,17:00:00,306,High,No,Clear,NH
1770,Udaipur,Udiapole,14-03-2024,18:00:00,461,High,No,Foggy,Residential
1771,Udaipur,Fatehpura,14-03-2024,19:00:00,280,Medium,No,Clear,Residential
1772,Udaipur,Udiapole,14-03-2024,20:00:00,324,Low,No,Clear,NH
1773,Udaipur,Surajpole,14-03-2024,21:00:00,344,Medium,No,Foggy,City Road
1774,Udaipur,Surajpole,14-03-2024,22:00:00,126,Medium,No,Foggy,City Road
1775,Udaipur,Surajpole,14-03-2024,23:00:00,303,High,Yes,Rainy,City Road
1776,Udaipur,Udiapole,15-03-2024,00:00:00,399,Low,No,Clear,Residential
1777,Udaipur,Fatehpura,15-03-2024,01:00:00,71,Medium,No,Rainy,NH
1778,Udaipur,Fatehpura,15-03-2024,02:00:00,179,Low,Yes,Foggy,Residential
1779,Udaipur,Chetak Circle,15-03-2024,03:00:00,261,Medium,No,Foggy,City Road
1780,Udaipur,Surajpole,15-03-2024,04:00:00,140,Medium,No,Foggy,City Road
1781,Udaipur,Chetak Circle,15-03-2024,05:00:00,229,High,No,Foggy,NH
1782,Udaipur,Chetak Circle,15-03-2024,06:00:00,100,Medium,Yes,Rainy,Residential
1783,Udaipur,Goverdhan Vilas,15-03-2024,07:00:00,191,Low,Yes,Foggy,NH
1784,Udaipur,Goverdhan Vilas,15-03-2024,08:00:00,162,High,Yes,Rainy,NH
1785,Udaipur,Chetak Circle,15-03-2024,09:00:00,434,Medium,No,Foggy,City Road
1786,Udaipur,Udiapole,15-03-2024,10:00:00,82,Low,Yes,Rainy,City Road
1787,Udaipur,Hiran Magri,15-03-2024,11:00:00,361,Low,Yes,Rainy,NH
1788,Udaipur,Chetak Circle,15-03-2024,12:00:00,413,Medium,Yes,Clear,NH
1789,Udaipur,Fatehpura,15-03-2024,13:00:00,174,High,Yes,Foggy,City Road
1790,Udaipur,Surajpole,15-03-2024,14:00:00,159,Low,No,Clear,NH
1791,Udaipur,Chetak Circle,15-03-2024,15:00:00,338,High,No,Foggy,Residential
1792,Udaipur,Fatehpura,15-03-2024,16:00:00,280,Medium,No,Foggy,NH
1793,Udaipur,Fatehpura,15-03-2024,17:00:00,326,High,No,Clear,NH
1794,Udaipur,Udiapole,15-03-2024,18:00:00,345,Medium,Yes,Rainy,NH
1795,Udaipur,Fatehpura,15-03-2024,19:00:00,57,Medium,No,Rainy,City Road
1796,Udaipur,Surajpole,15-03-2024,20:00:00,104,High,No,Rainy,NH
1797,Udaipur,Goverdhan Vilas,15-03-2024,21:00:00,396,High,Yes,Clear,Residential
1798,Udaipur,Chetak Circle,15-03-2024,22:00:00,288,Medium,No,Foggy,City Road
1799,Udaipur,Fatehpura,15-03-2024,23:00:00,330,Low,No,Foggy,Residential
1800,Udaipur,Udiapole,16-03-2024,00:00:00,111,Medium,No,Foggy,Residential
1801,Udaipur,Surajpole,16-03-2024,01:00:00,314,High,No,Rainy,City Road
1802,Udaipur,Hiran Magri,16-03-2024,02:00:00,194,Medium,Yes,Rainy,Residential
1803,Udaipur,Goverdhan Vilas,16-03-2024,03:00:00,432,High,Yes,Foggy,Residential
1804,Udaipur,Fatehpura,16-03-2024,04:00:00,303,Low,Yes,Foggy,Residential
1805,Udaipur,Surajpole,16-03-2024,05:00:00,227,Low,No,Rainy,City Road
1806,Udaipur,Goverdhan Vilas,16-03-2024,06:00:00,126,High,Yes,Clear,NH
1807,Udaipur,Fatehpura,16-03-2024,07:00:00,442,Low,Yes,Foggy,NH
1808,Udaipur,Udiapole,16-03-2024,08:00:00,268,High,No,Rainy,NH
1809,Udaipur,Fatehpura,16-03-2024,09:00:00,266,Low,No,Foggy,City Road
1810,Udaipur,Hiran Magri,16-03-2024,10:00:00,386,Medium,Yes,Rainy,Residential
1811,Udaipur,Udiapole,16-03-2024,11:00:00,345,Low,No,Clear,NH
1812,Udaipur,Chetak Circle,16-03-2024,12:00:00,166,Medium,No,Foggy,Residential
1813,Udaipur,Fatehpura,16-03-2024,13:00:00,467,Medium,Yes,Rainy,NH
1814,Udaipur,Udiapole,16-03-2024,14:00:00,449,Medium,No,Clear,City Road
1815,Udaipur,Surajpole,16-03-2024,15:00:00,369,Medium,No,Clear,City Road
1816,Udaipur,Udiapole,16-03-2024,16:00:00,73,Low,No,Clear,NH
1817,Udaipur,Goverdhan Vilas,16-03-2024,17:00:00,296,Low,Yes,Rainy,Residential
1818,Udaipur,Goverdhan Vilas,16-03-2024,18:00:00,99,Low,No,Foggy,Residential
1819,Udaipur,Surajpole,16-03-2024,19:00:00,71,Medium,No,Rainy,NH
1820,Udaipur,Goverdhan Vilas,16-03-2024,20:00:00,409,High,No,Clear,City Road
1821,Udaipur,Goverdhan Vilas,16-03-2024,21:00:00,142,High,Yes,Foggy,City Road
1822,Udaipur,Surajpole,16-03-2024,22:00:00,99,High,No,Foggy,City Road
1823,Udaipur,Surajpole,16-03-2024,23:00:00,378,Low,Yes,Clear,Residential
1824,Udaipur,Goverdhan Vilas,17-03-2024,00:00:00,296,Low,Yes,Rainy,Residential
1825,Udaipur,Chetak Circle,17-03-2024,01:00:00,473,High,Yes,Foggy,City Road
1826,Udaipur,Udiapole,17-03-2024,02:00:00,88,Low,Yes,Clear,City Road
1827,Udaipur,Chetak Circle,17-03-2024,03:00:00,175,Low,Yes,Foggy,City Road
1828,Udaipur,Chetak Circle,17-03-2024,04:00:00,489,High,Yes,Foggy,City Road
1829,Udaipur,Fatehpura,17-03-2024,05:00:00,496,Medium,Yes,Clear,Residential
1830,Udaipur,Chetak Circle,17-03-2024,06:00:00,109,Medium,No,Foggy,City Road
1831,Udaipur,Surajpole,17-03-2024,07:00:00,370,Low,No,Rainy,Residential
1832,Udaipur,Fatehpura,17-03-2024,08:00:00,74,High,Yes,Rainy,NH
1833,Udaipur,Fatehpura,17-03-2024,09:00:00,409,Medium,No,Rainy,Residential
1834,Udaipur,Udiapole,17-03-2024,10:00:00,66,High,Yes,Clear,Residential
1835,Udaipur,Fatehpura,17-03-2024,11:00:00,424,Medium,No,Rainy,NH
1836,Udaipur,Fatehpura,17-03-2024,12:00:00,453,Medium,Yes,Clear,Residential
1837,Udaipur,Surajpole,17-03-2024,13:00:00,234,Low,No,Clear,Residential
1838,Udaipur,Udiapole,17-03-2024,14:00:00,117,Medium,No,Clear,NH
1839,Udaipur,Fatehpura,17-03-2024,15:00:00,271,High,Yes,Clear,City Road
1840,Udaipur,Goverdhan Vilas,17-03-2024,16:00:00,408,Medium,Yes,Foggy,Residential
